央视cn,#genre#
🐠斗鱼-喜剧🐠,#genre#
【蓝翔】弹幕天团、下饭神剧[请勿刷屏], http://huanqiuzhibo.cn/manifest/douyu.php?id=5908256
【蓝翔】60帧原画电影 华语喜剧, http://huanqiuzhibo.cn/manifest/douyu.php?id=276200
【贝爷MAX厅】60帧电影 科幻 动作, http://huanqiuzhibo.cn/manifest/douyu.php?id=4332
【林正英】僵尸 女鬼 弹幕 护体, http://huanqiuzhibo.cn/manifest/douyu.php?id=218859
【香港赌片】喜剧、黑帮、动作、武侠、经典, http://huanqiuzhibo.cn/manifest/douyu.php?id=315457
❄️❤️胡一菲❤❄️问就是停电了, http://huanqiuzhibo.cn/manifest/douyu.php?id=6863367
正常开播，欢迎欢迎, http://huanqiuzhibo.cn/manifest/douyu.php?id=319576
【谢耳朵】科学天才们的搞笑日常, http://huanqiuzhibo.cn/manifest/douyu.php?id=6668627
(小毅）林正英，鬼片，喜剧，经典, http://huanqiuzhibo.cn/manifest/douyu.php?id=6906628
金庸经典播放，点关注不迷路, http://huanqiuzhibo.cn/manifest/douyu.php?id=12128227
【刀刀de食堂】美食家 电子榨菜 点播, http://huanqiuzhibo.cn/manifest/douyu.php?id=6733133
刘星：像超人一样自由自在天空自由飞翔, http://huanqiuzhibo.cn/manifest/douyu.php?id=11827530
【龙门】天山勾地火，宝塔镇蛇妖, http://huanqiuzhibo.cn/manifest/douyu.php?id=9650860
【PDD影院】一起see那些年的经典, http://huanqiuzhibo.cn/manifest/douyu.php?id=1274132
经典港剧情景剧, http://huanqiuzhibo.cn/manifest/douyu.php?id=9548850
【1.5】陆三金，完整版，未删减，补拍, http://huanqiuzhibo.cn/manifest/douyu.php?id=527502
经典老剧轮播, http://huanqiuzhibo.cn/manifest/douyu.php?id=12015111
片源多多，欢迎点播 7476264, http://huanqiuzhibo.cn/manifest/douyu.php?id=7476264
[经典]张窟窿在三国武力值如何？, http://huanqiuzhibo.cn/manifest/douyu.php?id=12124964
顺风为主 其他情喜影剧集锦为辅 随机连播, http://huanqiuzhibo.cn/manifest/douyu.php?id=6369954
我是公司的副总！！！, http://huanqiuzhibo.cn/manifest/douyu.php?id=10402383
【吐槽】吐槽一下，快乐一天, http://huanqiuzhibo.cn/manifest/douyu.php?id=9236042
感谢大家的支持 7495810, http://huanqiuzhibo.cn/manifest/douyu.php?id=7495810
【爆笑】从无到有，一路开心, http://huanqiuzhibo.cn/manifest/douyu.php?id=8066352
张伟！张益达！张大炮, http://huanqiuzhibo.cn/manifest/douyu.php?id=12266107
韩式搞怪（路人成为C位中心）, http://huanqiuzhibo.cn/manifest/douyu.php?id=9392610
🐠斗鱼-动作🐠,#genre#
金庸武侠、古装神剧, http://huanqiuzhibo.cn/manifest/douyu.php?id=338759
3439096的直播间, http://huanqiuzhibo.cn/manifest/douyu.php?id=3439096
元芳到底看不看, http://huanqiuzhibo.cn/manifest/douyu.php?id=6027991
【神 剧】, http://huanqiuzhibo.cn/manifest/douyu.php?id=5875025
入万军丛中，取上将头颅, http://huanqiuzhibo.cn/manifest/douyu.php?id=8157860
【成龙】给我一把板凳，我可以打10个！, http://huanqiuzhibo.cn/manifest/douyu.php?id=3379942
【逃出监狱】兄弟情，是真的, http://huanqiuzhibo.cn/manifest/douyu.php?id=7575350
做兄弟在心中, http://huanqiuzhibo.cn/manifest/douyu.php?id=7810803
【步惊云】金鳞岂是池中物，一遇风云便化龙, http://huanqiuzhibo.cn/manifest/douyu.php?id=9290755
【嘎子】我不偷狗了！, http://huanqiuzhibo.cn/manifest/douyu.php?id=8366759
【邦德】再帮我一个忙，让我消失, http://huanqiuzhibo.cn/manifest/douyu.php?id=9292499
天撅星送江, http://huanqiuzhibo.cn/manifest/douyu.php?id=8997387
🐠斗鱼-古装🐠,#genre#
家有诤子  不败其家, http://huanqiuzhibo.cn/manifest/douyu.php?id=6911044
【超清3】人气港剧天地, http://huanqiuzhibo.cn/manifest/douyu.php?id=5261342
美丽的孔雀公主, http://huanqiuzhibo.cn/manifest/douyu.php?id=3113309
【朱棣】笑天下可笑之人, http://huanqiuzhibo.cn/manifest/douyu.php?id=308752
【庆帝】云淡风轻正闲处，鲜衣怒马少年时, http://huanqiuzhibo.cn/manifest/douyu.php?id=7489563
【康熙】张国立在线扫H除恶, http://huanqiuzhibo.cn/manifest/douyu.php?id=7550220
❤️三国❤️鼎之轻重，何以问呼？, http://huanqiuzhibo.cn/manifest/douyu.php?id=12253936
传位于李德全, http://huanqiuzhibo.cn/manifest/douyu.php?id=12130861
不可能！我二弟天下无敌！, http://huanqiuzhibo.cn/manifest/douyu.php?id=10906963
《武侠剧》, http://huanqiuzhibo.cn/manifest/douyu.php?id=7655471
【大秦】秦人不暇自哀，而后人哀之, http://huanqiuzhibo.cn/manifest/douyu.php?id=1584198
【宋江】梁园虽好不是久恋之家, http://huanqiuzhibo.cn/manifest/douyu.php?id=3758762
7473576的直播间, http://huanqiuzhibo.cn/manifest/douyu.php?id=7473576
【胡椒粉的胡歌】 你清高，你了不起！, http://huanqiuzhibo.cn/manifest/douyu.php?id=5448413
【默鱼】一起追经典大片, http://huanqiuzhibo.cn/manifest/douyu.php?id=11922242
(球球）画质修复桃源结义, http://huanqiuzhibo.cn/manifest/douyu.php?id=12180551
一起陪伴我们成长的神剧, http://huanqiuzhibo.cn/manifest/douyu.php?id=1006179
修复版历史剧, http://huanqiuzhibo.cn/manifest/douyu.php?id=12199177
桃花影落飞神剑，碧海潮生按玉箫。, http://huanqiuzhibo.cn/manifest/douyu.php?id=12170696
♥ 港剧 动漫 美剧❤️, http://huanqiuzhibo.cn/manifest/douyu.php?id=6581531
【隋唐】与君共饮盏中酒，几人哀伤几人愁, http://huanqiuzhibo.cn/manifest/douyu.php?id=7552568
【百晓生】经典武侠解说, http://huanqiuzhibo.cn/manifest/douyu.php?id=9649681
🐠斗鱼-剧情🐠,#genre#
【蓝翔】经典电视剧, http://huanqiuzhibo.cn/manifest/douyu.php?id=7459925
【超清2】热门港剧天地, http://huanqiuzhibo.cn/manifest/douyu.php?id=5522351
【超清1】经典港剧天地, http://huanqiuzhibo.cn/manifest/douyu.php?id=4290711
【六小龄童】你挑着担，我牵着马, http://huanqiuzhibo.cn/manifest/douyu.php?id=8953746
【电视剧】本直播间由天使点播提供技术支持, http://huanqiuzhibo.cn/manifest/douyu.php?id=7623292
原版配乐⭐许三多 迷茫必看⭐, http://huanqiuzhibo.cn/manifest/douyu.php?id=10348728
【雍正康熙】帝王故事连连看, http://huanqiuzhibo.cn/manifest/douyu.php?id=4808115
【刘华强】你这呱保熟吗, http://huanqiuzhibo.cn/manifest/douyu.php?id=2726977
范闲：第二部什么时候出？, http://huanqiuzhibo.cn/manifest/douyu.php?id=7812810
Angela小兔990, http://huanqiuzhibo.cn/manifest/douyu.php?id=9617766
经典  海景房, http://huanqiuzhibo.cn/manifest/douyu.php?id=8543072
新治愈篇美食家 点餐美食, http://huanqiuzhibo.cn/manifest/douyu.php?id=953193
【德善】所谓胡同就是，用时间来造就朋友, http://huanqiuzhibo.cn/manifest/douyu.php?id=8600645
【樊胜美】天下无不散宴席除了你自己, http://huanqiuzhibo.cn/manifest/douyu.php?id=3756989
经典电视剧 12169420, http://huanqiuzhibo.cn/manifest/douyu.php?id=12169420
【屠龙】凛冬将至，夜王之争, http://huanqiuzhibo.cn/manifest/douyu.php?id=8945323
【怀旧】姜子牙，孙悟空打妖怪的故事, http://huanqiuzhibo.cn/manifest/douyu.php?id=6861249
【闯关D】今日鲜儿要上山，敬请神灵多包涵, http://huanqiuzhibo.cn/manifest/douyu.php?id=8787737
【火线】电视剧版厨戏痞，正在放映, http://huanqiuzhibo.cn/manifest/douyu.php?id=9176009
哥几个又来看美女了啊, http://huanqiuzhibo.cn/manifest/douyu.php?id=11824307
【古董】我们鉴的不是器物，而是人心, http://huanqiuzhibo.cn/manifest/douyu.php?id=9650783
【严守一】太传统不好，太饭桶更不好, http://huanqiuzhibo.cn/manifest/douyu.php?id=8507023
钱债易还情债难偿!, http://huanqiuzhibo.cn/manifest/douyu.php?id=8595134
国强四王爷, http://huanqiuzhibo.cn/manifest/douyu.php?id=7246624
【饭店】我们把装蒜当美学来修炼的, http://huanqiuzhibo.cn/manifest/douyu.php?id=9650782
快来看小悔！, http://huanqiuzhibo.cn/manifest/douyu.php?id=10936331
🐠斗鱼-科幻🐠,#genre#
【经典巨制】欧美大片, http://huanqiuzhibo.cn/manifest/douyu.php?id=2793084
【漫威】漫威主线剧情 最佳观影顺序, http://huanqiuzhibo.cn/manifest/douyu.php?id=6140589
【霍格沃茨】伟大引起嫉妒，嫉妒导致怨毒, http://huanqiuzhibo.cn/manifest/douyu.php?id=8814650
【小白影院】60帧 蓝光影院, http://huanqiuzhibo.cn/manifest/douyu.php?id=322360
科幻大放映, http://huanqiuzhibo.cn/manifest/douyu.php?id=10183347
老了菜了啊, http://huanqiuzhibo.cn/manifest/douyu.php?id=12228424
【变种人】除掉任何阻碍我们的人, http://huanqiuzhibo.cn/manifest/douyu.php?id=9651304
【僵尸】化为自己的力量然后就无坚不摧, http://huanqiuzhibo.cn/manifest/douyu.php?id=3627728
【粤语】看的不是电影【是回忆】求关注, http://huanqiuzhibo.cn/manifest/douyu.php?id=7919720
